"subject","predicate","object"
"https://w3id.org/winecatalogue#Sierras_de_Málaga","http://dbpedia.org/property/officialName","D.O.P. Málaga"
"https://w3id.org/winecatalogue#Tarragona","https://w3id.org/winecatalogue#wineries","32"
"https://w3id.org/winecatalogue#Bierzo","http://www.w3.org/2003/01/geo/wgs84_pos#lat","42.55"
"https://w3id.org/winecatalogue#Arlanza","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Somontano","http://www.w3.org/2003/01/geo/wgs84_pos#lat","42.0361"
"https://w3id.org/winecatalogue#Bizkaiko_Txakolina_Txakoli_de_Bizkaia_Chacolí_de_Bizkaia","http://dbpedia.org/ontology/wikiPageID","22418961"
"https://w3id.org/winecatalogue#Penedès","https://w3id.org/winecatalogue#wineries","138"
"https://w3id.org/winecatalogue#Uclés","https://w3id.org/winecatalogue#hasName","Uclés DO"
"https://w3id.org/winecatalogue#Tarragona","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Tarragona","http://www.w3.org/2003/01/geo/wgs84_pos#lat","41.1333"
"https://w3id.org/winecatalogue#Manzanilla_Sanlúcar_de_Barrameda","http://dbpedia.org/ontology/wikiPageID","1076502"
"https://w3id.org/winecatalogue#Calatayud","https://w3id.org/winecatalogue#wineProduced","100452"
"https://w3id.org/winecatalogue#Málaga","https://w3id.org/winecatalogue#hasName","Málaga DOP"
"https://w3id.org/winecatalogue#Getariako_Txakolina_Txakoli_de_Getaria__Chacolí_de_Getaria","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Ribeira_Sacra","http://www.w3.org/2003/01/geo/wgs84_pos#lat","42.5164"
"https://w3id.org/winecatalogue#Empordà","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Ycoden_Daute_Isora","https://w3id.org/winecatalogue#hasName","Ycoden-Daute-Isora DOP"
"https://w3id.org/winecatalogue#Cariñena","http://dbpedia.org/property/officialName","D.O.P Cariñena"
"https://w3id.org/winecatalogue#Calatayud","https://w3id.org/winecatalogue#hasName","Calatayud DOP"
"https://w3id.org/winecatalogue#Pla_de_Bages","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Alella","https://w3id.org/winecatalogue#wineProduced","9350.0"
"https://w3id.org/winecatalogue#Valle_de_la_Orotava","http://www.w3.org/2003/01/geo/wgs84_pos#lat","28.3919"
"https://w3id.org/winecatalogue#Valencia","http://dbpedia.org/property/officialName","D.O.P. Valencia"
"https://w3id.org/winecatalogue#Condado_de_Huelva","https://w3id.org/winecatalogue#wineProduced","77431"
"https://w3id.org/winecatalogue#La_Palma","http://dbpedia.org/ontology/wikiPageID","22491192"
"https://w3id.org/winecatalogue#Vinos_de_Madrid","http://www.w3.org/2003/01/geo/wgs84_pos#lat","40.2847"
"https://w3id.org/winecatalogue#Bizkaiko_Txakolina_Txakoli_de_Bizkaia_Chacolí_de_Bizkaia","http://dbpedia.org/property/officialName","D.O.P. Bizkaiko Txakolina-Txakoli de Bizkaia-Chacolí de Bizkaia"
"https://w3id.org/winecatalogue#Uclés","http://www.w3.org/2003/01/geo/wgs84_pos#long","-2.85"
"https://w3id.org/winecatalogue#Navarra","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Navarra_(DO)"
"https://w3id.org/winecatalogue#Málaga","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Málaga_and_Sierras_de_Málaga"
"https://w3id.org/winecatalogue#Alella","http://www.w3.org/2003/01/geo/wgs84_pos#lat","41.4953"
"https://w3id.org/winecatalogue#Campo_de_Borja","https://w3id.org/winecatalogue#hasName","Campo de Borja DOP"
"https://w3id.org/winecatalogue#Manzanilla_Sanlúcar_de_Barrameda","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#La_Mancha","https://w3id.org/winecatalogue#wineProduced","642076"
"https://w3id.org/winecatalogue#Tierra_del_Vino_de_Zamora","https://w3id.org/winecatalogue#wineProduced","803"
"https://w3id.org/winecatalogue#Vinos_de_Madrid","http://dbpedia.org/ontology/wikiPageID","11607982"
"https://w3id.org/winecatalogue#Sierras_de_Málaga","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Málaga_and_Sierras_de_Málaga"
"https://w3id.org/winecatalogue#Terra_Alta","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Tarragona","http://dbpedia.org/ontology/wikiPageID","11831388"
"https://w3id.org/winecatalogue#Valencia","https://w3id.org/winecatalogue#hasName","Valencia DOP"
"https://w3id.org/winecatalogue#Pla_i_Llevant","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Toro","https://w3id.org/winecatalogue#wineProduced","33513"
"https://w3id.org/winecatalogue#Utiel___Requena","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Utiel-Requena"
"https://w3id.org/winecatalogue#Conca_de_Barberà","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Priorat","https://w3id.org/winecatalogue#wineProduced","14417"
"https://w3id.org/winecatalogue#Uclés","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Pla_de_Bages","http://dbpedia.org/property/officialName","D.O.P. Pla de Bages"
"https://w3id.org/winecatalogue#Terra_Alta","https://w3id.org/winecatalogue#hasName","Terra Alta DOP"
"https://w3id.org/winecatalogue#Manchuela","https://w3id.org/winecatalogue#hasName","Manchuela DOP"
"https://w3id.org/winecatalogue#Arribes","http://www.w3.org/2003/01/geo/wgs84_pos#lat","41.3236"
"https://w3id.org/winecatalogue#Manzanilla_Sanlúcar_de_Barrameda","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Manzanilla_(wine)"
"https://w3id.org/winecatalogue#Condado_de_Huelva","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Rías_Baixas","https://w3id.org/winecatalogue#wineries","180"
"https://w3id.org/winecatalogue#Tacoronte_Acentejo","http://www.w3.org/2003/01/geo/wgs84_pos#long","-16.4133"
"https://w3id.org/winecatalogue#Ribera_del_Júcar","http://dbpedia.org/ontology/wikiPageID","11644557"
"https://w3id.org/winecatalogue#Somontano","http://dbpedia.org/ontology/wikiPageID","11002639"
"https://w3id.org/winecatalogue#Méntrida","http://www.w3.org/2003/01/geo/wgs84_pos#lat","40.05"
"https://w3id.org/winecatalogue#Catalunya","http://dbpedia.org/property/officialName","D.O.P. Catalunya"
"https://w3id.org/winecatalogue#Ribera_del_Júcar","http://dbpedia.org/property/officialName","D.O.P. Ribera del Júcar"
"https://w3id.org/winecatalogue#Bizkaiko_Txakolina_Txakoli_de_Bizkaia_Chacolí_de_Bizkaia","https://w3id.org/winecatalogue#wineProduced","18062"
"https://w3id.org/winecatalogue#Pla_i_Llevant","http://www.w3.org/2003/01/geo/wgs84_pos#lat","39.4714"
"https://w3id.org/winecatalogue#Manchuela","http://dbpedia.org/property/officialName","D.O.P. Manchuela"
"https://w3id.org/winecatalogue#Montsant","http://dbpedia.org/property/officialName","Denominació d'Origen Montsant"
"https://w3id.org/winecatalogue#Rías_Baixas","http://dbpedia.org/ontology/wikiPageID","12067614"
"https://w3id.org/winecatalogue#Alicante","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Alicante_(DO)"
"https://w3id.org/winecatalogue#Valle_de_la_Orotava","https://w3id.org/winecatalogue#hasName","Valle de la Orotava DOP"
"https://w3id.org/winecatalogue#Getariako_Txakolina_Txakoli_de_Getaria__Chacolí_de_Getaria","https://w3id.org/winecatalogue#hasName","Getariako Txakolina-Txakoli de Getaria. Chacolí de Getaria DOP"
"https://w3id.org/winecatalogue#La_Gomera","http://dbpedia.org/ontology/wikiPageID","22439972"
"https://w3id.org/winecatalogue#Penedès","https://w3id.org/winecatalogue#wineProduced","147157"
"https://w3id.org/winecatalogue#Alella","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Empordà","http://www.w3.org/2003/01/geo/wgs84_pos#long","3.00119"
"https://w3id.org/winecatalogue#Almansa","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Arribes","http://dbpedia.org/property/officialName","D.O. Arribes"
"https://w3id.org/winecatalogue#Cigales","http://dbpedia.org/property/officialName","D.O. Cigales"
"https://w3id.org/winecatalogue#Conca_de_Barberà","http://dbpedia.org/ontology/wikiPageID","11730911"
"https://w3id.org/winecatalogue#Valdepeñas","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Rías_Baixas","https://w3id.org/winecatalogue#wineProduced","10000000"
"https://w3id.org/winecatalogue#Ribeiro","http://www.w3.org/2003/01/geo/wgs84_pos#long","-8.13333"
"https://w3id.org/winecatalogue#Manzanilla_Sanlúcar_de_Barrameda","http://dbpedia.org/property/year","1964"
"https://w3id.org/winecatalogue#Utiel___Requena","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Rueda","http://dbpedia.org/property/officialName","D.O. Rueda"
"https://w3id.org/winecatalogue#Alicante","http://dbpedia.org/property/year","1932"
"https://w3id.org/winecatalogue#Tarragona","http://dbpedia.org/property/year","1945"
"https://w3id.org/winecatalogue#Valle_de_Güímar","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Empordà","http://www.w3.org/2003/01/geo/wgs84_pos#lat","42.3883"
"https://w3id.org/winecatalogue#Valencia","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Valle_de_Güímar","https://w3id.org/winecatalogue#hasName","Valle de Güímar DOP"
"https://w3id.org/winecatalogue#Valdepeñas","http://dbpedia.org/ontology/wikiPageID","11645383"
